gen_vendor_normalized,total_entries,total_contracts,total_amendments
EAGLESPIRIT MARKETING,38,38,0
GLOBAL UPHOLSTERY COMPANY,38,38,0
AVIALL CANADA,38,38,0
OPEN STORAGE SOLUTIONS,38,37,1
RICOH,38,36,2
MUSTANG SURVIVAL,38,37,1
SUBARU CANADA,37,37,0
PRINTER WORLD INTERNATIONAL,37,34,3
ADVANCED CHIPPEWA TECHNOLOGIES,37,36,1
ICOR TECHNOLOGY,37,32,5
FDR FORENSIC DATA RECOVERY,36,35,1
INVITRO SCIENCES,36,33,3
INTERACTIVE AUDIO VISUAL,35,35,0
PEERLESS GARMENTS,35,31,4
INLINE SYSTEMS,35,35,0
WHYTE COMMUNICATIONS,35,33,2
M A COM PRIVATE RADIO SYSTEMS,35,35,0
MARCOMM,35,35,0
FISHER SCIENTIFIC,34,33,1
INTOXIMETERS,34,34,0
DYPLEX COMMUNICATIONS,34,34,0
SETCAN,34,34,0
SUPERGRAVITY,33,29,4
BRIDGESTONE FIRESTONE CANADA,33,32,1
SMITH WESSON,33,32,1
INDEPENDENT CONSTRUCTION,33,27,6
STJOSEPH PRINT GROUP,33,22,11
TERAMACH TECHNOLOGIES,33,33,0
SECURE TECHNOLOGIES INTERNATIONAL,33,32,1
WOLVERINE SUPPLIES,33,33,0
CAN TEC DRAFTING SERVICE,33,29,4
MAXXAM ANALYTICS,33,26,7
PACIFIC SAFETY PRODUCTS,33,31,2
STANDARD AERO,33,29,4
METAFORE TECHNOLOGIES,33,32,1
SHARP ELECTRONICS,32,32,0
CARSWELL,32,30,2
DD CATERING,32,29,3
ARTEMP PERSONNEL SERVICES,31,23,8
PAULS CONSTRUCTION2009LTD,31,28,3
4OFFICE AUTOMATION,31,29,2
PROMEGA,31,29,2
NAVAIR TECHNOLOGIES,31,30,1
SYSTEMATIX SOLUTIONS,31,19,12
FLYNN CANADA,31,31,0
EMCON EMANATION CONTROL,31,30,1
PHASELOCK SYSTEMS INTERNATIONAL,31,31,0
DATACARD CANADA,30,26,4
TURBOMECA CANADA,30,28,2
BRP US,29,26,3
TITAN INFLATABLES,29,23,6
CAN TEC DRAFTING SERVICES,29,26,3
INLAND AUDIO VISUAL,29,28,1
LAVERGNE CONSTRUCTION1988LTD,29,22,7
PRAIRIE FLYING SERVICE 1992,29,29,0
ATCO,29,18,11
SINCLAIR TECHNOLOGIES,28,28,0
NOVA NETWORKS,28,28,0
IDN CANADA,28,26,2
CANADIAN PROPELLER,28,22,6
RENO JAX CONTRACTING,28,26,2
CBCI TELECOM,27,27,0
COGENT SYSTEMS,27,14,13
PRESTIGE FLOORING HARDWOOD,27,27,0
WESTOWER COMMUNICATIONS,27,25,2
3M COGENT,27,24,3
CHRYSLER CANADA,27,27,0
PIAGGIO AMERICA,27,27,0
ALBERTA LAW ENFORCEMENT RESPONSE,26,3,23
PITNEY BOWES,26,25,1
SYNCSORT,26,26,0
CANON,26,24,2
