gen_vendor_normalized,total_entries,total_contracts,total_amendments
QWEST HELICOPTERS,1,1,0
RAYMOND CHABOT GRANT THORNTON,1,1,0
RAYMOND CHABOT GRANT THORNTON CONSULTING,1,1,0
RESOLVER,1,1,0
RESPECT GROUP,1,1,0
RGO OFFICE PRODUCTS PARTNERSHIP,1,1,0
RITTER INVESTIGATION SERVICES,1,1,0
ROHINI KAUR SINGH,1,1,0
ROWLAND J HARRISON,1,1,0
RUBIN THOMLINSON,1,1,0
SAFTEY SCIENCE MANAGEMENT CONSULTING,1,1,0
SERVICES LINGUISTIQUES VERSACOM,1,1,0
SHARP ELECTRONICS,1,1,0
SIERRA SYSTEMS GROUP,1,1,0
SIGMA RISK MANAGEMENT,1,1,0
SOCIAL MEDIA ROI,1,1,0
SP GLOBAL ASIA PACIFIC,1,1,0
SPICERS CANADA,1,1,0
STANFORD UNIVERSITY,1,1,0
STANTEC,1,1,0
STAPLES BUSINESS ADVANTAGE A DIVISION OF CORPORATE EXPRESS CA,1,1,0
STARBIRD ENTERPRISES,1,1,0
STARTIDE SOLUTIONS,1,1,0
STJOHN AMBULANCE,1,1,0
STOKES ECONOMIC CONSULTING,1,1,0
STRATOS,1,1,0
TETRO DESIGN SERVICES,1,1,0
THE EARNSCLIFFE STRATEGY GROUP,1,1,0
THE HAY GROUP,1,1,0
THEMA COMMUNICATIONS,1,1,0
THOMSON REUTERS OPERATING AS CARSWELL,1,1,0
THORNE BUTTE DECISION PARTNERS,1,1,0
TINGLE MERRETT BARRISTER AND SOLICITORS,1,1,0
TUKILIK TRANSLATION SERVICES,1,1,0
UNIVERSITY OF ALBERTA,1,1,0
UNLIMITED POTENTIAL,1,1,0
VANGUARD EMERGENCY MANAGEMENT CONSULTING,1,1,0
VERTIV CANADA,1,1,0
VIEWPOINT MEDICAL ASSESSMENT SERVICES,1,1,0
VIZWORX,1,1,0
WELUND INTELLIGENCE PLATFORM SUBSRIPTION,1,1,0
WENXING ZHOU,1,1,0
WOMBAT SECURITY TECHNOLOGIES,1,1,0
WORDSMITH ASSOCIATES COMMUNICATIONS CONSULTANTS,1,1,0
WORKDYNAMICS TECHNOLOGIES,1,1,0
WORKPLACE FAIRNESS INSTITUTE,1,1,0
YVON GAUTHEIR INFO TRAINING,1,1,0
1382753 ALBERTA,1,1,0
ZRG CANADA,1,1,0
7551444 CANADA STEVE WHITEDUCK,1,1,0
8199400 CANADA DBA SUMMIT AIR,1,1,0
ACCENT ENVIRONMENTS,1,1,0
ACCENT INTERIORS,1,1,0
ADECCO EMPLOYMENT SERVICES,1,1,0
ADGA GROUP,1,1,0
ADR INSTITUTE OF CANADA,1,1,0
AECON CONSTRUCTION GROUP AUE,1,1,0
AMEC FOSTER WHEELER AMERICAS,1,1,0
APPLIED4SIGHT,1,1,0
ARCUS SOLUTIONS,1,1,0
ATULA,1,1,0
BARBARA MCNEIL AND ASSOCIATES,1,1,0
BDO CANADA,1,1,0
BESC OTTAWA,1,1,0
BESC OTTAWA OPERATING AS BOYDEN OTTAWA,1,1,0
BIG TREE COMMUNICATIONS,1,1,0
BOWTIE CONSULTING,1,1,0
BROCA,1,1,0
BUSINESS PSYCHOLOGISTS,1,1,0
CAE,1,1,0
CANADIAN STANDARDS ASSOCIATION,1,1,0
CARDINAL PATH,1,1,0
CARSWELL,1,1,0
CBV COLLECTION SERVICES,1,1,0
CCI,1,1,0
CDW CANADA,1,1,0
CENTRON CONSTRUCTION GROUP,1,1,0
CHARLES PERIN,1,1,0
CHARTERED PROFESSIONAL ACCOUNTANTS OF CANADA,1,1,0
CHASE OFFICE INTERIORS,1,1,0
